what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786047527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786048918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786050981
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786065491
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786066931
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786069499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786071509
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786072893
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786092546
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786092678
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786092683
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786093404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786132455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786133084
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786133157
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786134131
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786223293
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786228677
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786231001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786234016
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786238609
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786238842
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786238974
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300786240431
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786242365
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786248962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786312359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786325393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786326694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786328915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786330007
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786341419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786370640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786382366
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300786390686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786390780
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786392168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786400200
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300786402624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786402704
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786403967
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786417585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786427204
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786433631
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786442631
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786452976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786457698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786459303
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786473390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786474763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786477921
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786505878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786521188
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786522577
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786526812
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786536252
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786540381
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786544389
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786549172
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300786551634
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786554533
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786558922
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300786573847
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786574065
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786580481
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786596058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786628498
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786631028
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786631924
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786636724
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786638544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786648963
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300786650196
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786652320
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786652426
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300786655353
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786656417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300786658410
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786658954
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786659570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786668260
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786669780
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786673305
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786681270
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786684238
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786686809
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786688417
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786695346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786708519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786714476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786717255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786718616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786720042
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786721528
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786725811
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786731480
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786734471
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786740252
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786748895
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786750689
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786759573
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786762960
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786771316
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786782932
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786783924
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786786161
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786794993
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786799854
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786803009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786806909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786811326
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786813408
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786816278
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786818259
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786823012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786825840
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786830359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786872720
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786874831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786875219
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786876384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786890890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786899910
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786902201
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786903603
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786904913
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786905093
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786905093
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300786905826
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786905830
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786909861
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786912438
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786914035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786917074
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786917388
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786917479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786924231
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300786982445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300786982532
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300786983853
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300786992369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300786994683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300787055865
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300787066110
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787067273
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300787072570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787072659
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300787074559
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300787075906
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787077179
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787081730
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787095763
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787096207
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787155273
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300787160211
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300787162363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300787165966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300787167796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1300787203322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300787204955
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300787207093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300787207490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787213588
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787227753
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.window.maximizePart",1300787229190
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.window.maximizePart",1300787231623
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787235405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787488468
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300787494507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300787677809
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300788430576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300788431340
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300788453543
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300788454045
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300788455406
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300788455723
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1300788456682
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1300788456682
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1300788456682
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1300788456683
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1300788456683
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1300788456683
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1300788456683
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1300788456683
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1300788456683
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1300788456691
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1300788456692
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1300788456692
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1300788456692
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1300788456692
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1300788456692
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1300788456716
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1300788456717
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1300788456717
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1300788456717
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1300788456718
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1300788456718
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1300788456719
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1300788456719
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1300788456720
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1300788456720
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1300788456720
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1300788456722
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1300788456725
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1300788456729
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1300788456729
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1300788456729
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1300788456739
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1300788456739
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1300788456742
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1300799285128
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1300799285129
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1300799285131
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1300799285132
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1300799285133
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1300799285134
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1300799285136
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1300799285137
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1300799285138
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1300799285140
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1300799285140
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1300799285142
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1300799285143
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1300799285144
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1300799285145
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1300799285147
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1300799285148
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1300799285149
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1300799285151
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1300799285152
